frame,xmin,ymin,xmax,ymax,class,conf
frame_00186.jpg,2418,949,2507,1029,no_mask,0.381352961063385
frame_00190.jpg,2565,884,2660,990,no_mask,0.633895993232727
frame_00190.jpg,2504,869,2571,969,no_mask,0.5239329934120178
frame_00191.jpg,2594,868,2705,993,no_mask,0.7135037183761597
frame_00192.jpg,2311,956,2368,1022,no_mask,0.5319051742553711
frame_00192.jpg,2637,903,2755,1018,no_mask,0.39655083417892456
frame_00193.jpg,2666,894,2793,1021,no_mask,0.7255553007125854
frame_00194.jpg,2718,889,2842,1004,no_mask,0.7612944841384888
frame_00194.jpg,2364,966,2432,1041,no_mask,0.5663896203041077
frame_00195.jpg,2391,950,2468,1035,no_mask,0.8031765222549438
frame_00195.jpg,2770,840,2907,977,no_mask,0.7547025680541992
frame_00196.jpg,2838,816,2987,956,no_mask,0.8613543510437012
frame_00196.jpg,2431,943,2509,1013,no_mask,0.7533493041992188
frame_00197.jpg,2456,925,2544,1012,no_mask,0.8254160284996033
frame_00197.jpg,2912,817,3086,963,no_mask,0.8169452548027039
frame_00198.jpg,3010,811,3204,1004,no_mask,0.7720419764518738
frame_00198.jpg,2493,923,2573,1008,no_mask,0.43851742148399353
frame_00198.jpg,3010,809,3207,1006,no_mask,0.4205761253833771
frame_00199.jpg,3148,799,3366,987,no_mask,0.8367503881454468
frame_00199.jpg,2526,925,2609,1011,no_mask,0.7864925861358643
frame_00200.jpg,3288,755,3585,982,no_mask,0.8824898600578308
frame_00201.jpg,2599,928,2696,1012,no_mask,0.5324192643165588
frame_00201.jpg,3498,666,3840,986,no_mask,0.4768821895122528
frame_00202.jpg,2649,899,2746,995,no_mask,0.769325315952301
frame_00203.jpg,2722,883,2805,972,no_mask,0.7673556208610535
frame_00204.jpg,2779,878,2867,972,no_mask,0.336921751499176
frame_00205.jpg,2851,874,2952,987,no_mask,0.6418582797050476
frame_00206.jpg,2923,879,3040,1000,no_mask,0.8058272004127502
frame_00207.jpg,3019,847,3144,985,no_mask,0.7563669681549072
frame_00208.jpg,3119,818,3263,963,no_mask,0.8407613039016724
frame_00209.jpg,3241,787,3410,951,no_mask,0.6671465039253235
frame_00210.jpg,3381,745,3585,944,no_mask,0.8970146775245667
frame_00211.jpg,3578,736,3812,954,no_mask,0.6838099956512451
frame_00214.jpg,3534,929,3635,1035,no_mask,0.25209400057792664
frame_00215.jpg,2871,919,2965,1005,no_mask,0.4015054404735565
frame_00215.jpg,0,403,70,706,no_mask,0.26755425333976746
frame_00216.jpg,2938,901,3043,1005,no_mask,0.8248041272163391
frame_00216.jpg,3671,931,3767,1032,no_mask,0.31850767135620117
frame_00217.jpg,3030,881,3148,992,no_mask,0.7459511756896973
frame_00218.jpg,3132,826,3260,956,no_mask,0.808677077293396
frame_00219.jpg,3252,786,3389,931,no_mask,0.7724101543426514
frame_00220.jpg,3384,759,3551,928,no_mask,0.3480021059513092
frame_00221.jpg,3558,821,3738,975,no_mask,0.6685681343078613
frame_00227.jpg,2937,1009,3005,1080,no_mask,0.37396135926246643
frame_00228.jpg,2969,1014,3045,1097,no_mask,0.42944949865341187
frame_00240.jpg,3334,872,3461,996,no_mask,0.7414103746414185
frame_00245.jpg,3270,871,3373,991,no_mask,0.5933120250701904
frame_00246.jpg,3266,858,3354,973,no_mask,0.6507459878921509
frame_00247.jpg,3254,870,3344,985,no_mask,0.5971639752388
frame_00254.jpg,2776,1033,2835,1096,no_mask,0.2836633324623108
frame_00264.jpg,2004,925,2095,1036,no_mask,0.6373372077941895
frame_00271.jpg,3029,960,3102,1048,no_mask,0.582118570804596
frame_00272.jpg,3082,949,3156,1032,no_mask,0.3100011944770813
frame_00274.jpg,3208,934,3288,1021,no_mask,0.3601585626602173
frame_00321.jpg,6,899,193,1109,no_mask,0.7787980437278748
frame_00388.jpg,3077,1015,3133,1072,no_mask,0.2986602187156677
frame_00408.jpg,1333,1010,1406,1074,no_mask,0.3023495674133301
frame_00424.jpg,2586,1174,2651,1250,mask,0.30029967427253723
frame_00433.jpg,2968,1091,3069,1201,no_mask,0.6013118624687195
frame_00434.jpg,3005,1101,3121,1225,no_mask,0.46879762411117554
frame_00438.jpg,3222,1043,3347,1173,no_mask,0.6058329939842224
frame_00444.jpg,2694,1050,2770,1127,mask,0.31258296966552734
frame_00447.jpg,3159,995,3251,1080,no_mask,0.26911661028862
frame_00448.jpg,3175,980,3269,1074,no_mask,0.31801915168762207
frame_00449.jpg,3192,992,3288,1080,mask,0.46979662775993347
frame_00450.jpg,3209,988,3300,1072,mask,0.2933259904384613
frame_00451.jpg,3234,995,3326,1075,no_mask,0.4489292502403259
frame_00455.jpg,2967,1052,3051,1148,no_mask,0.5971994996070862
frame_00462.jpg,3402,984,3552,1150,no_mask,0.511769711971283
frame_00464.jpg,3139,987,3283,1144,no_mask,0.6776489615440369
frame_00466.jpg,3333,1000,3486,1171,no_mask,0.4773876965045929
frame_00467.jpg,3445,1001,3609,1174,no_mask,0.8805335760116577
frame_00468.jpg,3585,905,3824,1228,no_mask,0.7703518867492676
frame_00468.jpg,2737,1008,2818,1101,mask,0.30707505345344543
frame_00469.jpg,3127,1139,3189,1211,no_mask,0.3264995217323303
frame_00471.jpg,2827,997,2944,1108,no_mask,0.6854904294013977
frame_00472.jpg,2881,992,2982,1109,no_mask,0.8205186724662781
frame_00472.jpg,2511,1098,2555,1159,no_mask,0.2829776406288147
frame_00473.jpg,2943,993,3052,1124,no_mask,0.8873338103294373
frame_00473.jpg,3191,1134,3261,1207,no_mask,0.6872754096984863
frame_00473.jpg,2517,1106,2560,1168,no_mask,0.5413253307342529
frame_00477.jpg,2534,1106,2577,1166,no_mask,0.33026522397994995
frame_00483.jpg,3253,853,3349,976,no_mask,0.42456546425819397
frame_00484.jpg,3265,834,3364,971,no_mask,0.3250380754470825
frame_00485.jpg,3310,844,3425,980,no_mask,0.44907715916633606
frame_00486.jpg,3325,850,3479,993,no_mask,0.6269994378089905
frame_00488.jpg,3457,850,3629,1003,no_mask,0.5640950202941895
frame_00499.jpg,3245,1037,3283,1090,no_mask,0.3198077976703644
frame_00503.jpg,3266,1023,3310,1070,no_mask,0.397676944732666
frame_00504.jpg,3267,1037,3306,1084,no_mask,0.2997131943702698
frame_00505.jpg,3263,1039,3306,1087,no_mask,0.403919517993927
frame_00506.jpg,3260,1044,3302,1087,no_mask,0.47470563650131226
frame_00507.jpg,3252,1036,3299,1085,mask,0.36466270685195923
frame_00507.jpg,3259,1032,3302,1081,no_mask,0.27704697847366333
frame_00508.jpg,3254,1030,3300,1078,mask,0.49355238676071167
frame_00509.jpg,3255,1033,3301,1080,mask,0.4048835337162018
frame_00510.jpg,3254,1038,3305,1088,no_mask,0.3931008279323578
frame_00510.jpg,3257,1039,3307,1089,mask,0.25430426001548767
frame_00511.jpg,3259,1040,3309,1090,mask,0.39713770151138306
frame_00512.jpg,3255,1036,3306,1088,mask,0.42865127325057983
frame_00513.jpg,3249,1034,3305,1088,no_mask,0.38149550557136536
frame_00514.jpg,3247,1038,3303,1090,no_mask,0.3781869411468506
frame_00515.jpg,3240,1038,3293,1091,mask,0.3318469822406769
frame_00516.jpg,3234,1033,3288,1091,mask,0.32101356983184814
frame_00517.jpg,3231,1033,3293,1093,mask,0.5222764015197754
frame_00518.jpg,3235,1035,3296,1097,no_mask,0.34612709283828735
frame_00519.jpg,3245,1050,3307,1103,no_mask,0.5157493948936462
frame_00520.jpg,3249,1059,3321,1113,no_mask,0.4490080773830414
frame_00521.jpg,3263,1057,3335,1121,no_mask,0.553629457950592
frame_00522.jpg,3268,1027,3340,1099,no_mask,0.3432656228542328
frame_00523.jpg,3264,1023,3345,1100,no_mask,0.2620113492012024
frame_00524.jpg,3278,1030,3367,1103,no_mask,0.46691346168518066
frame_00524.jpg,1305,23,1531,231,no_mask,0.35569480061531067
frame_00525.jpg,3295,1038,3378,1120,mask,0.36605262756347656
frame_00526.jpg,3304,1039,3399,1133,no_mask,0.6748085618019104
frame_00526.jpg,1284,29,1506,243,no_mask,0.3905537724494934
frame_00527.jpg,3331,1038,3416,1115,no_mask,0.39733853936195374
frame_00528.jpg,3353,1020,3441,1107,no_mask,0.324218213558197
frame_00529.jpg,3395,1005,3484,1098,no_mask,0.5233856439590454
frame_00530.jpg,3449,1013,3537,1108,no_mask,0.5210397243499756
frame_00530.jpg,1239,13,1476,238,no_mask,0.3985399305820465
frame_00531.jpg,3498,1048,3583,1138,no_mask,0.4229331612586975
frame_00532.jpg,3581,1049,3669,1155,no_mask,0.39934128522872925
frame_00532.jpg,1226,12,1472,240,no_mask,0.2844882905483246
frame_00533.jpg,3647,1052,3761,1165,no_mask,0.7081218957901001
frame_00533.jpg,1221,7,1475,243,no_mask,0.3122202754020691
frame_00534.jpg,3723,1030,3824,1148,no_mask,0.5662466287612915
frame_00534.jpg,1224,11,1475,243,no_mask,0.48671823740005493
frame_00535.jpg,1221,9,1474,240,no_mask,0.4365915358066559
frame_00536.jpg,1222,5,1475,241,no_mask,0.41187557578086853
frame_00537.jpg,1238,14,1473,240,no_mask,0.3889830410480499
frame_00538.jpg,1235,10,1477,245,no_mask,0.5396506190299988
frame_00548.jpg,151,949,225,1037,no_mask,0.3402802050113678
frame_00549.jpg,139,946,209,1030,no_mask,0.4587308168411255
frame_00552.jpg,1159,987,1247,1091,no_mask,0.40989840030670166
frame_00553.jpg,1097,999,1199,1110,no_mask,0.8595735430717468
frame_00554.jpg,1041,1012,1142,1117,no_mask,0.8241785764694214
frame_00554.jpg,421,889,566,1054,no_mask,0.8204290270805359
frame_00555.jpg,957,993,1063,1116,no_mask,0.8280120491981506
frame_00555.jpg,293,887,417,1054,no_mask,0.7827867269515991
frame_00555.jpg,24,943,125,1042,no_mask,0.7729951739311218
frame_00556.jpg,869,976,980,1110,no_mask,0.7116990089416504
frame_00557.jpg,759,970,881,1117,mask,0.39065638184547424
frame_00557.jpg,1899,895,1941,956,no_mask,0.2728479504585266
frame_00557.jpg,756,977,874,1112,no_mask,0.25568118691444397
frame_00559.jpg,456,978,607,1179,no_mask,0.7132865786552429
frame_00560.jpg,263,987,412,1193,no_mask,0.8079044222831726
frame_00579.jpg,2904,5,3334,282,no_mask,0.4083004295825958
frame_00584.jpg,2975,0,3413,296,no_mask,0.28631913661956787
frame_00585.jpg,2046,960,2110,1021,no_mask,0.38283124566078186
frame_00589.jpg,2090,958,2155,1024,no_mask,0.6061087846755981
frame_00590.jpg,2471,965,2548,1031,no_mask,0.435449481010437
frame_00590.jpg,2094,962,2163,1018,no_mask,0.2569555640220642
frame_00592.jpg,2116,957,2187,1022,no_mask,0.2898763418197632
frame_00593.jpg,2129,953,2193,1015,no_mask,0.30033066868782043
frame_00594.jpg,2134,957,2200,1020,no_mask,0.43260595202445984
frame_00595.jpg,2139,960,2213,1021,no_mask,0.4504000246524811
frame_00596.jpg,2136,956,2211,1023,no_mask,0.4207132160663605
frame_00597.jpg,2144,962,2221,1025,no_mask,0.5638489127159119
frame_00598.jpg,2159,957,2229,1023,no_mask,0.45154088735580444
frame_00619.jpg,2396,960,2463,1019,no_mask,0.3650379478931427
frame_00623.jpg,562,992,644,1096,no_mask,0.41721221804618835
frame_00624.jpg,452,1001,526,1102,no_mask,0.5151463747024536
frame_00625.jpg,307,984,400,1095,no_mask,0.7875255942344666
frame_00638.jpg,1281,969,1324,1019,no_mask,0.4449945390224457
frame_00639.jpg,1971,958,2055,1050,no_mask,0.7141610383987427
frame_00640.jpg,2031,961,2087,1033,no_mask,0.6294539570808411
frame_00640.jpg,1943,959,2005,1029,no_mask,0.5037710070610046
frame_00641.jpg,1899,951,1965,1026,no_mask,0.7306205630302429
frame_00642.jpg,1866,947,1946,1020,no_mask,0.5859583616256714
frame_00642.jpg,1027,1107,1105,1186,no_mask,0.4626889228820801
frame_00644.jpg,1014,1107,1098,1198,no_mask,0.7027748823165894
frame_00655.jpg,3636,964,3697,1025,mask,0.6087896823883057
frame_00656.jpg,3631,979,3693,1039,mask,0.4241543412208557
frame_00656.jpg,1224,1044,1290,1112,no_mask,0.3980356752872467
frame_00657.jpg,1572,1022,1632,1117,no_mask,0.33630821108818054
frame_00657.jpg,3632,981,3689,1044,no_mask,0.2900470197200775
frame_00658.jpg,3636,974,3695,1039,mask,0.35062623023986816
frame_00660.jpg,267,766,397,905,no_mask,0.7552059292793274
frame_00661.jpg,202,772,321,890,no_mask,0.556656539440155
frame_00662.jpg,129,770,277,887,no_mask,0.32118016481399536
frame_00677.jpg,12,1108,328,1519,no_mask,0.2628065347671509
frame_00688.jpg,91,1099,206,1265,no_mask,0.2808714210987091
frame_00690.jpg,0,1208,37,1444,no_mask,0.295766144990921
frame_00691.jpg,147,1151,243,1279,no_mask,0.6009050011634827
frame_00810.jpg,2096,33,2283,237,no_mask,0.28302767872810364
frame_00811.jpg,2089,21,2294,221,no_mask,0.44468551874160767
frame_00814.jpg,2071,0,2298,179,no_mask,0.3043653666973114
frame_00815.jpg,2074,0,2307,151,no_mask,0.2784014344215393
frame_00842.jpg,1769,25,1943,263,no_mask,0.4305156469345093
frame_00843.jpg,1772,26,1940,248,no_mask,0.46501070261001587
frame_00845.jpg,1765,6,1952,219,no_mask,0.4789363145828247
frame_00846.jpg,1774,5,1951,207,no_mask,0.43279433250427246
frame_00847.jpg,1773,0,1955,206,no_mask,0.406507283449173
frame_00848.jpg,1776,0,1964,207,no_mask,0.7604352831840515
frame_00849.jpg,1756,0,1975,205,no_mask,0.5755419731140137
frame_00850.jpg,1756,0,1975,201,no_mask,0.6623774170875549
frame_00851.jpg,1748,0,1971,174,no_mask,0.7602866291999817
frame_00852.jpg,619,810,777,977,no_mask,0.33092060685157776
frame_00853.jpg,1744,0,1973,131,no_mask,0.5811640024185181
frame_00854.jpg,519,811,710,980,no_mask,0.6979623436927795
frame_00854.jpg,1726,0,1973,121,no_mask,0.5622763633728027
frame_00855.jpg,1727,0,1963,104,no_mask,0.5927311182022095
frame_00855.jpg,485,827,670,979,no_mask,0.5421569347381592
frame_00856.jpg,447,842,633,991,no_mask,0.4787331521511078
frame_00857.jpg,391,840,585,993,no_mask,0.7193936109542847
frame_00859.jpg,307,826,499,997,no_mask,0.5858848094940186
frame_00868.jpg,0,758,136,982,no_mask,0.2995525002479553
frame_00873.jpg,1945,335,2055,487,no_mask,0.2576388120651245
frame_00879.jpg,3288,614,3759,1268,no_mask,0.35189923644065857
frame_00881.jpg,1878,3,2061,222,no_mask,0.8052765727043152
frame_00882.jpg,1952,264,2076,407,no_mask,0.2633611857891083
frame_00884.jpg,1962,223,2100,398,no_mask,0.2988395392894745
frame_00886.jpg,1968,193,2120,380,no_mask,0.7411269545555115
frame_00886.jpg,0,103,262,916,no_mask,0.26209238171577454
frame_00887.jpg,2262,738,2393,897,no_mask,0.6203351616859436
frame_00888.jpg,2280,711,2410,881,no_mask,0.5645843148231506
frame_00892.jpg,2378,677,2565,887,no_mask,0.8289827108383179
frame_00892.jpg,1981,52,2158,314,no_mask,0.3966214656829834
frame_00893.jpg,2407,647,2617,869,no_mask,0.6106547117233276
frame_00894.jpg,2453,599,2690,841,no_mask,0.7818244099617004
frame_00895.jpg,2536,579,2770,820,no_mask,0.464099645614624
frame_00896.jpg,2603,567,2877,849,no_mask,0.6607786417007446
frame_00919.jpg,3101,0,3361,210,no_mask,0.5280137658119202
frame_00936.jpg,1249,1143,1293,1198,no_mask,0.48262327909469604
frame_00942.jpg,3075,1001,3830,2133,no_mask,0.2778667211532593
frame_00942.jpg,1060,1160,1106,1214,no_mask,0.2631978690624237
frame_00943.jpg,3114,1003,3810,2141,no_mask,0.391562819480896
frame_00943.jpg,1032,1158,1076,1208,no_mask,0.3795735239982605
frame_00944.jpg,3104,996,3820,2148,no_mask,0.54530268907547
frame_00945.jpg,3138,968,3834,2158,no_mask,0.3644813001155853
frame_00946.jpg,3162,953,3834,2158,no_mask,0.27640286087989807
frame_00948.jpg,488,1223,592,1324,no_mask,0.3046042025089264
frame_00952.jpg,253,1203,377,1321,no_mask,0.6622880101203918
frame_00954.jpg,106,1231,241,1356,no_mask,0.5791561603546143
frame_00955.jpg,37,1263,186,1377,no_mask,0.33245977759361267
frame_00956.jpg,2,1256,109,1380,no_mask,0.5470407605171204
frame_00977.jpg,1690,0,1901,242,no_mask,0.36028990149497986
frame_00995.jpg,3324,702,3412,806,no_mask,0.5487687587738037
frame_01000.jpg,2047,951,2139,1040,no_mask,0.3766457140445709
frame_01000.jpg,3178,709,3254,826,no_mask,0.3099234402179718
frame_01002.jpg,3142,713,3230,820,no_mask,0.4709227383136749
frame_01003.jpg,3117,717,3204,822,no_mask,0.3178844749927521
frame_01005.jpg,1991,936,2065,1017,no_mask,0.32963991165161133
frame_01005.jpg,3078,712,3162,824,no_mask,0.2982862591743469
frame_01006.jpg,3063,718,3132,827,no_mask,0.25882771611213684
frame_01008.jpg,3050,714,3134,828,no_mask,0.5340142846107483
frame_01009.jpg,1954,945,2033,1024,no_mask,0.4386068284511566
frame_01009.jpg,3037,721,3112,828,no_mask,0.4355278015136719
frame_01010.jpg,1951,950,2026,1026,no_mask,0.47877037525177
frame_01010.jpg,3033,717,3111,825,no_mask,0.44563135504722595
frame_01011.jpg,3027,712,3103,824,no_mask,0.5404888391494751
frame_01011.jpg,1954,951,2026,1026,no_mask,0.43118369579315186
frame_01012.jpg,1956,949,2029,1027,no_mask,0.509183943271637
frame_01012.jpg,3036,722,3115,824,no_mask,0.4572555720806122
frame_01013.jpg,3022,720,3102,829,no_mask,0.5176934003829956
frame_01013.jpg,1965,948,2033,1022,no_mask,0.34373629093170166
frame_01014.jpg,3027,722,3104,826,no_mask,0.4236901104450226
frame_01015.jpg,3030,717,3108,823,no_mask,0.5892617106437683
frame_01016.jpg,3032,717,3110,824,no_mask,0.5404044985771179
frame_01016.jpg,1993,946,2053,1022,no_mask,0.3098498582839966
frame_01077.jpg,2857,19,3036,184,no_mask,0.523686408996582
frame_01077.jpg,3,449,38,571,no_mask,0.433317095041275
frame_01078.jpg,2864,18,3037,173,no_mask,0.3005789518356323
frame_01079.jpg,2862,10,3046,171,no_mask,0.29414913058280945
frame_01218.jpg,305,1036,351,1077,no_mask,0.3194802701473236
frame_01220.jpg,357,1018,400,1065,no_mask,0.5330061912536621
frame_01223.jpg,448,1040,489,1083,no_mask,0.3970874845981598
frame_01252.jpg,0,1034,115,1330,no_mask,0.3318978548049927
frame_01261.jpg,652,952,921,1267,no_mask,0.3914368748664856
frame_01261.jpg,655,954,915,1251,no_mask,0.3762575685977936
frame_01263.jpg,750,885,1009,1165,no_mask,0.36993300914764404
frame_01264.jpg,810,878,1071,1175,no_mask,0.6097740530967712
frame_01264.jpg,804,878,1059,1175,no_mask,0.41602566838264465
frame_01265.jpg,844,819,1127,1203,no_mask,0.6264800429344177
frame_01266.jpg,927,966,1189,1231,no_mask,0.7749846577644348
frame_01267.jpg,1010,1005,1226,1191,no_mask,0.2822362780570984
frame_01268.jpg,1072,965,1295,1152,no_mask,0.7448416352272034
frame_01269.jpg,1123,943,1322,1118,no_mask,0.6933061480522156
frame_01270.jpg,1118,873,1378,1139,no_mask,0.8629076480865479
frame_01271.jpg,1150,919,1381,1168,no_mask,0.72941654920578
frame_01271.jpg,1149,927,1378,1180,no_mask,0.5789681077003479
frame_01272.jpg,1159,936,1384,1205,no_mask,0.7102736234664917
frame_01272.jpg,1163,922,1382,1216,no_mask,0.4524669945240021
frame_01273.jpg,1185,932,1413,1175,no_mask,0.6727679371833801
frame_01273.jpg,1175,931,1405,1185,no_mask,0.5509634017944336
frame_01274.jpg,1191,850,1434,1154,no_mask,0.8312451243400574
frame_01274.jpg,1189,860,1427,1157,no_mask,0.4953114092350006
frame_01280.jpg,1343,882,1523,1123,no_mask,0.5479584336280823
frame_01283.jpg,1386,990,1573,1187,no_mask,0.6215172410011292
frame_01307.jpg,1982,1053,2081,1168,no_mask,0.6149791479110718
frame_01358.jpg,159,955,257,1046,no_mask,0.6702612042427063
frame_01358.jpg,474,1019,560,1118,no_mask,0.5887174010276794
frame_01361.jpg,570,1033,633,1116,no_mask,0.3040328621864319
frame_01371.jpg,434,1012,503,1111,no_mask,0.2588595151901245
frame_01372.jpg,479,999,555,1103,no_mask,0.5566084384918213
frame_01377.jpg,888,1056,931,1132,no_mask,0.4327218234539032
frame_01390.jpg,3413,1107,3507,1216,no_mask,0.610169529914856
frame_01461.jpg,1054,1086,1151,1192,no_mask,0.28613632917404175
frame_01462.jpg,1032,1090,1126,1194,no_mask,0.5819969177246094
frame_01561.jpg,2410,960,2458,1040,no_mask,0.3000509738922119
frame_01566.jpg,2425,941,2485,1004,no_mask,0.3818327486515045
frame_01592.jpg,3102,445,3832,1916,no_mask,0.32644137740135193
frame_01593.jpg,3111,434,3825,1919,no_mask,0.2932496964931488
frame_01611.jpg,2059,721,2166,829,no_mask,0.4504515528678894
frame_01620.jpg,1791,1093,1838,1155,no_mask,0.2830435633659363
frame_01638.jpg,2066,885,2179,1020,no_mask,0.29002636671066284
frame_01639.jpg,2085,856,2184,966,no_mask,0.38971245288848877
frame_01640.jpg,2093,849,2177,954,no_mask,0.2838069200515747
frame_01642.jpg,2084,859,2178,970,no_mask,0.5544072389602661
frame_01643.jpg,2068,866,2167,978,no_mask,0.47008994221687317
frame_01645.jpg,2063,904,2159,1025,no_mask,0.276569664478302
frame_01646.jpg,2684,105,2814,233,no_mask,0.728854775428772
frame_01647.jpg,2691,98,2821,225,no_mask,0.5384476780891418
frame_01654.jpg,2747,51,2897,211,no_mask,0.38605067133903503
frame_01655.jpg,2763,53,2899,203,no_mask,0.5043128132820129
frame_01656.jpg,2782,52,2919,207,no_mask,0.8249298334121704
frame_01657.jpg,2793,54,2930,208,no_mask,0.7444882988929749
frame_01658.jpg,2799,57,2936,205,no_mask,0.7439671158790588
frame_01659.jpg,2808,52,2945,200,no_mask,0.5342944264411926
frame_01660.jpg,2816,47,2955,193,no_mask,0.3127971589565277
frame_01661.jpg,2828,40,2972,189,no_mask,0.27564623951911926
frame_01664.jpg,2865,26,2990,143,no_mask,0.2911776304244995
frame_01665.jpg,2877,26,3003,149,no_mask,0.2867830693721771
frame_01670.jpg,2339,822,2459,983,no_mask,0.26587533950805664
frame_01766.jpg,184,982,285,1087,no_mask,0.633946418762207
frame_01767.jpg,163,988,258,1089,no_mask,0.5832218527793884
frame_01769.jpg,90,992,187,1095,no_mask,0.39091378450393677
frame_01925.jpg,1692,969,1770,1060,no_mask,0.6742873191833496
frame_01927.jpg,1599,944,1683,1043,no_mask,0.3199528455734253
frame_01928.jpg,1547,947,1637,1049,no_mask,0.6822067499160767
frame_01929.jpg,1487,953,1572,1051,no_mask,0.31567510962486267
frame_01931.jpg,1356,959,1447,1070,no_mask,0.3988211750984192
frame_01938.jpg,2655,1019,2724,1092,no_mask,0.3205488920211792
frame_01948.jpg,1431,979,1518,1067,no_mask,0.38043180108070374
frame_01950.jpg,1285,977,1370,1061,no_mask,0.5308535695075989
frame_01982.jpg,2729,1052,2816,1150,no_mask,0.45251795649528503
frame_01986.jpg,1722,1010,1794,1080,no_mask,0.3259536921977997
frame_01998.jpg,2593,1010,2663,1102,no_mask,0.4951365292072296
